Transaction_date,Transaction_year,Transaction_month,Transaction_ID,Gender,Age,Age_group,Marital_status,State_names,Segment,Employees_status,Payment_method,Referral,Amount_spent,,Label,Description
7/10/2020,2020,July,152839,Female,69,(55+),Single,Georgia,Missing,Employees,PayPal,Referred,$610.43,,,
7/11/2020,2020,July,152840,Female,39,(25-39),Single,Illinois,Missing,Workers,Card,No Referral,"$1,007.89",,,
7/12/2020,2020,July,152841,Male,58,(55+),Married,Connecticut,Basic,Unemployment,Other,Referred,"$2,455.55",,,
7/13/2020,2020,July,152845,Male,51,(40-54),Single,Massachusetts,Basic,Employees,PayPal,Referred,"$1,515.20",,,
7/13/2020,2020,July,152846,Female,50,(40-54),Single,Vermont,Basic,Workers,Other,Referred,$927.66,,,
7/13/2020,2020,July,152847,Female,47,(40-54),Married,Illinois,Basic,Self-employed,Card,No Referral,$831.81,,,
7/14/2020,2020,July,152849,Male,56,(55+),Single,Idaho,Silver,Self-employed,PayPal,Referred,$142.06,,,
7/14/2020,2020,July,152850,Male,76,(55+),Married,Arkansas,Platinum,Unemployment,PayPal,No Referral,$775.85,,,
7/14/2020,2020,July,152853,Female,18,(15-24),Married,Missouri,Silver,Employees,PayPal,Referred,"$1,746.45",,,
7/14/2020,2020,July,152854,Female,68,(55+),Single,Arkansas,Basic,Employees,Other,Referred,$569.55,,,
7/15/2020,2020,July,152855,Male,72,(55+),Single,Rhode Island,Basic,Workers,Card,Referred,"$2,727.77",,,
7/15/2020,2020,July,152857,Female,72,(55+),Single,Mississippi,Basic,Employees,Card,No Referral,"$2,859.19",,,
7/16/2020,2020,July,152858,Male,78,(55+),Single,Virginia,Basic,Self-employed,Other,No Referral,$575.15,,,
7/17/2020,2020,July,152859,Male,42,(40-54),Single,West Virginia,Gold,Employees,Other,Referred,$532.06,,,
7/18/2020,2020,July,152860,Male,22,(15-24),Single,Oregon,Basic,Employees,PayPal,No Referral,$432.25,,,
7/19/2020,2020,July,152862,Female,70,(55+),Married,Iowa,Basic,Workers,PayPal,Referred,"$1,763.31",,,
7/20/2020,2020,July,152863,Female,54,(40-54),Married,Georgia,Platinum,Workers,PayPal,Referred,"$1,285.09",,,
7/20/2020,2020,July,152864,Male,42,(40-54),Married,Arizona,Platinum,Self-employed,Card,Referred,$932.80,,,
7/22/2020,2020,July,152866,Female,48,(40-54),Married,Alaska,Basic,Employees,PayPal,No Referral,$830.35,,,
7/23/2020,2020,July,152867,Female,31,(25-39),Married,South Carolina,Basic,Self-employed,Other,Referred,"$2,778.69",,,
7/24/2020,2020,July,152868,Female,20,(15-24),Single,North Carolina,Silver,Workers,PayPal,Referred,"$2,463.71",,,
7/24/2020,2020,July,152869,Male,63,(55+),Single,Michigan,Basic,Self-employed,PayPal,Referred,"$2,777.64",,,
7/24/2020,2020,July,152870,Male,24,(15-24),Married,Missouri,Gold,Employees,Other,Referred,"$2,977.78",,,
7/24/2020,2020,July,152871,Female,36,(25-39),Married,New Jersey,Basic,Self-employed,PayPal,No Referral,"$1,713.06",,,
7/25/2020,2020,July,152872,Female,73,(55+),Single,New Hampshire,Platinum,Workers,Card,No Referral,"$1,480.73",,,
7/25/2020,2020,July,152873,Female,44,(40-54),Married,Rhode Island,Silver,Self-employed,Card,No Referral,$81.60,,,
7/25/2020,2020,July,152874,Female,48,(40-54),Single,New Jersey,Missing,Unemployment,PayPal,No Referral,"$1,076.42",,,
7/26/2020,2020,July,152876,Female,64,(55+),Married,New Jersey,Basic,Workers,Card,No Referral,"$1,809.51",,,
7/26/2020,2020,July,152877,Female,26,(25-39),Married,Nevada,Gold,Employees,PayPal,No Referral,"$1,594.05",,,
7/27/2020,2020,July,152878,Female,24,(15-24),Married,Hawaii,Missing,Employees,Card,Referred,"$1,399.66",,,
7/27/2020,2020,July,152879,Female,47,(40-54),Single,Delaware,Silver,Employees,PayPal,No Referral,"$2,712.34",,,
7/27/2020,2020,July,152880,Male,41,(40-54),Single,South Dakota,Gold,Workers,Card,Referred,$193.47,,,
7/27/2020,2020,July,152881,Male,35,(25-39),Single,Montana,Silver,Self-employed,Card,Referred,"$1,912.21",,,
7/27/2020,2020,July,152882,Male,75,(55+),Single,South Carolina,Silver,Employees,PayPal,Referred,"$1,813.83",,,
7/27/2020,2020,July,152883,Female,58,(55+),Married,South Dakota,Basic,Employees,Other,No Referral,"$1,257.05",,,
7/27/2020,2020,July,152884,Female,27,(25-39),Single,Utah,Basic,Employees,Card,No Referral,$477.56,,,
7/28/2020,2020,July,152885,Female,30,(25-39),Single,Vermont,Silver,Workers,Card,Referred,$684.07,,,
7/28/2020,2020,July,152886,Female,53,(40-54),Single,Illinois,Silver,Workers,PayPal,Referred,"$2,498.29",,,
7/29/2020,2020,July,152888,Female,53,(40-54),Single,Maine,Silver,Employees,PayPal,Referred,"$2,807.19",,,
7/29/2020,2020,July,152889,Male,29,(25-39),Single,Iowa,Silver,Workers,PayPal,Referred,"$1,399.61",,,
7/30/2020,2020,July,152891,Male,15,(15-24),Married,Maryland,Basic,Workers,Card,Referred,"$1,622.68",,,
7/31/2020,2020,July,152892,Male,44,(40-54),Married,Kentucky,Missing,Employees,PayPal,No Referral,"$2,620.07",,,
7/31/2020,2020,July,152893,Female,53,(40-54),Married,Delaware,Silver,Employees,Card,Referred,"$1,083.79",,,
8/2/2020,2020,August,152894,Male,46,(40-54),Single,South Carolina,Platinum,Employees,PayPal,Referred,"$2,047.83",,,
8/3/2020,2020,August,152895,Female,76,(55+),Married,Arizona,Basic,Self-employed,PayPal,Referred,"$1,858.94",,,
8/3/2020,2020,August,152896,Female,70,(55+),Married,New Hampshire,Missing,Self-employed,Other,Referred,"$1,194.36",,,
8/3/2020,2020,August,152897,Female,37,(25-39),Married,Delaware,Platinum,Self-employed,PayPal,No Referral,$924.05,,,
8/4/2020,2020,August,152898,Male,27,(25-39),Married,Illinois,Missing,Self-employed,PayPal,No Referral,"$1,020.51",,,
8/5/2020,2020,August,152900,Female,65,(55+),Married,Delaware,Basic,Self-employed,Other,No Referral,"$1,923.68",,,
8/6/2020,2020,August,152901,Female,39,(25-39),Married,Florida,Platinum,Unemployment,PayPal,Referred,$515.31,,,
8/7/2020,2020,August,152903,Male,42,(40-54),Single,Kansas,Basic,Unemployment,PayPal,Referred,$611.85,,,
8/7/2020,2020,August,152905,Male,41,(40-54),Married,North Dakota,Platinum,Self-employed,PayPal,Referred,"$1,258.21",,,
8/7/2020,2020,August,152906,Female,57,(55+),Married,Delaware,Basic,Employees,Other,Referred,"$1,613.70",,,
8/7/2020,2020,August,152907,Female,22,(15-24),Single,Washington,Basic,Employees,Other,Referred,"$1,025.38",,,
8/7/2020,2020,August,152908,Male,40,(40-54),Single,Vermont,Basic,Employees,PayPal,Referred,"$2,447.15",,,
8/8/2020,2020,August,152909,Female,49,(40-54),Married,Delaware,Platinum,Employees,Other,Referred,$757.25,,,
8/8/2020,2020,August,152912,Female,51,(40-54),Married,Wisconsin,Basic,Employees,Card,Referred,$691.88,,,
8/8/2020,2020,August,152913,Male,34,(25-39),Single,Delaware,Basic,Employees,Other,No Referral,"$1,086.39",,,
8/8/2020,2020,August,152914,Male,35,(25-39),Married,Wyoming,Silver,Unemployment,Other,Referred,"$1,281.02",,,
8/9/2020,2020,August,152915,Female,54,(40-54),Married,Maryland,Basic,Unemployment,PayPal,No Referral,"$2,837.11",,,
8/9/2020,2020,August,152916,Male,20,(15-24),Married,Alaska,Basic,Employees,Other,Referred,$956.47,,,
8/9/2020,2020,August,152917,Male,28,(25-39),Married,North Dakota,Gold,Workers,PayPal,Referred,"$1,169.07",,,
8/9/2020,2020,August,152918,Female,57,(55+),Married,California,Silver,Employees,Other,Referred,$909.76,,,
8/10/2020,2020,August,152919,Male,47,(40-54),Married,North Dakota,Missing,Workers,PayPal,Referred,"$2,488.07",,,
8/10/2020,2020,August,152920,Male,35,(25-39),Married,New Jersey,Missing,Employees,Card,Referred,"$2,502.40",,,
8/11/2020,2020,August,152921,Male,24,(15-24),Married,South Dakota,Silver,Self-employed,PayPal,No Referral,"$2,450.77",,,
8/12/2020,2020,August,152923,Female,21,(15-24),Married,Pennsylvania,Platinum,Self-employed,PayPal,Referred,"$1,738.33",,,
8/12/2020,2020,August,152924,Female,49,(40-54),Single,South Dakota,Basic,Self-employed,Card,No Referral,"$2,716.49",,,
8/12/2020,2020,August,152925,Male,61,(55+),Married,Connecticut,Platinum,Workers,Card,No Referral,"$1,399.42",,,
8/12/2020,2020,August,152926,Male,46,(40-54),Married,Maine,Basic,Workers,PayPal,No Referral,$865.54,,,
8/13/2020,2020,August,152928,Female,28,(25-39),Married,Louisiana,Platinum,Workers,PayPal,Referred,"$2,045.09",,,
8/13/2020,2020,August,152929,Male,49,(40-54),Married,West Virginia,Gold,Self-employed,Card,Referred,"$1,220.29",,,
8/14/2020,2020,August,152932,Female,15,(15-24),Married,Connecticut,Basic,Self-employed,PayPal,Referred,$297.52,,,
8/14/2020,2020,August,152933,Male,71,(55+),Married,Iowa,Basic,Workers,Other,No Referral,"$1,909.80",,,
8/15/2020,2020,August,152934,Female,22,(15-24),Married,Massachusetts,Basic,Workers,Other,Referred,"$2,037.06",,,
8/15/2020,2020,August,152935,Female,26,(25-39),Married,New Hampshire,Silver,Self-employed,Other,No Referral,"$1,131.36",,,
8/16/2020,2020,August,152936,Male,78,(55+),Married,Colorado,Basic,Employees,Other,No Referral,"$1,018.32",,,
8/16/2020,2020,August,152937,Female,22,(15-24),Married,Arkansas,Silver,Self-employed,Other,Referred,$632.71,,,
8/16/2020,2020,August,152938,Male,48,(40-54),Married,Connecticut,Missing,Unemployment,PayPal,Referred,"$1,133.85",,,
8/16/2020,2020,August,152939,Female,37,(25-39),Single,Kentucky,Basic,Workers,PayPal,Referred,"$2,059.67",,,
8/16/2020,2020,August,152940,Female,40,(40-54),Married,Virginia,Platinum,Workers,Card,Referred,"$2,060.98",,,
8/17/2020,2020,August,152942,Female,50,(40-54),Married,Mississippi,Basic,Self-employed,Other,No Referral,"$2,073.99",,,
8/17/2020,2020,August,152943,Male,18,(15-24),Married,Mississippi,Platinum,Self-employed,Other,No Referral,$723.41,,,
8/17/2020,2020,August,152944,Male,16,(15-24),Single,Alaska,Basic,Employees,Other,Referred,"$2,450.39",,,
8/17/2020,2020,August,152945,Female,71,(55+),Single,Missouri,Basic,Workers,PayPal,No Referral,"$2,471.27",,,
8/17/2020,2020,August,152946,Male,30,(25-39),Single,South Carolina,Silver,Workers,Card,Referred,$617.17,,,
8/17/2020,2020,August,152947,Male,78,(55+),Single,Massachusetts,Silver,Employees,Other,Referred,$938.46,,,
8/18/2020,2020,August,152948,Male,27,(25-39),Married,Mississippi,Platinum,Workers,PayPal,Referred,"$1,092.08",,,
8/18/2020,2020,August,152949,Female,67,(55+),Single,Hawaii,Basic,Self-employed,PayPal,Referred,$102.33,,,
8/18/2020,2020,August,152950,Male,45,(40-54),Married,Illinois,Gold,Employees,Other,Referred,$828.31,,,
8/18/2020,2020,August,152951,Female,72,(55+),Married,Montana,Gold,Workers,Other,Referred,"$2,536.61",,,
8/18/2020,2020,August,152953,Female,74,(55+),Married,Alaska,Basic,Employees,Card,Referred,$141.50,,,
8/18/2020,2020,August,152954,Male,61,(55+),Single,New Mexico,Silver,Workers,Other,Referred,"$1,844.52",,,
8/19/2020,2020,August,152955,Female,35,(25-39),Married,Iowa,Gold,Employees,PayPal,Referred,$891.61,,,
8/21/2020,2020,August,152958,Female,35,(25-39),Single,Mississippi,Silver,Employees,Card,Referred,"$2,514.29",,,
8/21/2020,2020,August,152959,Female,26,(25-39),Single,Indiana,Platinum,Employees,Other,Referred,$378.51,,,
8/21/2020,2020,August,152961,Female,65,(55+),Married,Wisconsin,Silver,Workers,PayPal,Referred,$218.78,,,
8/22/2020,2020,August,152962,Male,45,(40-54),Single,Arkansas,Gold,Employees,PayPal,Referred,"$1,762.76",,,
8/22/2020,2020,August,152963,Male,34,(25-39),Single,Alaska,Basic,Workers,PayPal,No Referral,$867.14,,,
8/22/2020,2020,August,152965,Male,32,(25-39),Single,New Hampshire,Basic,Employees,PayPal,No Referral,"$2,609.52",,,
8/23/2020,2020,August,152966,Male,41,(40-54),Single,South Dakota,Platinum,Self-employed,Card,Referred,"$1,892.34",,,
8/23/2020,2020,August,152967,Male,27,(25-39),Married,North Dakota,Basic,Workers,Card,No Referral,"$2,685.55",,,
8/23/2020,2020,August,152968,Female,35,(25-39),Single,Minnesota,Platinum,Workers,PayPal,Referred,"$1,212.74",,,
8/23/2020,2020,August,152969,Male,51,(40-54),Married,South Carolina,Basic,Workers,Card,Referred,$495.37,,,
8/23/2020,2020,August,152970,Female,34,(25-39),Single,Massachusetts,Basic,Workers,Card,No Referral,$417.77,,,
8/24/2020,2020,August,152971,Male,30,(25-39),Single,Colorado,Basic,Self-employed,PayPal,No Referral,$772.82,,,
8/24/2020,2020,August,152972,Male,21,(15-24),Single,Rhode Island,Silver,Self-employed,Card,Referred,$277.80,,,
8/25/2020,2020,August,152973,Male,77,(55+),Married,Oregon,Missing,Workers,Card,No Referral,"$1,449.98",,,
8/25/2020,2020,August,152974,Male,31,(25-39),Married,California,Silver,Employees,Other,Referred,$550.23,,,
8/26/2020,2020,August,152975,Female,18,(15-24),Single,Kansas,Silver,Employees,PayPal,No Referral,"$2,540.03",,,
8/26/2020,2020,August,152976,Male,30,(25-39),Married,Idaho,Silver,Self-employed,PayPal,Referred,"$1,116.37",,,
8/26/2020,2020,August,152977,Female,36,(25-39),Married,Wyoming,Silver,Employees,PayPal,Referred,$698.92,,,
8/27/2020,2020,August,152978,Male,54,(40-54),Married,Montana,Silver,Workers,Card,Referred,"$1,556.63",,,
8/27/2020,2020,August,152979,Female,38,(25-39),Married,New Mexico,Silver,Self-employed,PayPal,No Referral,"$1,119.32",,,
8/27/2020,2020,August,152980,Female,67,(55+),Married,Texas,Basic,Workers,PayPal,Referred,"$1,511.17",,,
8/28/2020,2020,August,152982,Female,52,(40-54),Married,Washington,Silver,Employees,PayPal,Referred,"$2,066.55",,,
8/28/2020,2020,August,152983,Male,55,(55+),Married,Colorado,Platinum,Workers,PayPal,Referred,$800.72,,,
8/28/2020,2020,August,152985,Male,37,(25-39),Single,West Virginia,Missing,Workers,Card,No Referral,$488.18,,,
8/29/2020,2020,August,152986,Male,75,(55+),Single,Alaska,Basic,Workers,Card,Referred,"$2,497.31",,,
8/29/2020,2020,August,152990,Male,56,(55+),Married,South Carolina,Platinum,Employees,PayPal,Referred,$809.80,,,
8/29/2020,2020,August,152991,Male,18,(15-24),Married,Florida,Platinum,Unemployment,Other,Referred,"$1,692.57",,,
8/29/2020,2020,August,152992,Male,55,(55+),Single,Oregon,Platinum,Employees,PayPal,Referred,"$1,930.60",,,
8/29/2020,2020,August,152993,Female,29,(25-39),Single,California,Silver,Workers,PayPal,Referred,"$1,518.21",,,
8/29/2020,2020,August,152994,Male,66,(55+),Single,Florida,Basic,Employees,Card,No Referral,$355.09,,,
8/29/2020,2020,August,152995,Female,31,(25-39),Single,Oregon,Basic,Employees,PayPal,Referred,$578.93,,,
8/29/2020,2020,August,152996,Male,17,(15-24),Single,Alaska,Silver,Employees,Other,Referred,"$2,764.48",,,
8/29/2020,2020,August,152997,Female,68,(55+),Married,Iowa,Platinum,Workers,PayPal,No Referral,$372.21,,,
8/30/2020,2020,August,152998,Male,75,(55+),Single,North Carolina,Missing,Employees,PayPal,No Referral,$199.61,,,
8/30/2020,2020,August,152999,Male,71,(55+),Married,Wyoming,Basic,Unemployment,PayPal,No Referral,"$1,647.30",,,
8/30/2020,2020,August,153000,Female,53,(40-54),Married,North Dakota,Basic,Employees,Card,No Referral,"$1,734.42",,,
8/31/2020,2020,August,153001,Female,53,(40-54),Married,Missouri,Gold,Self-employed,Other,Referred,$247.44,,,
8/31/2020,2020,August,153002,Female,54,(40-54),Married,Ohio,Basic,Employees,PayPal,No Referral,"$2,539.28",,,
9/2/2020,2020,September,153003,Female,71,(55+),Single,Montana,Missing,Employees,Other,Referred,"$2,940.18",,,
9/2/2020,2020,September,153004,Male,25,(25-39),Married,Louisiana,Platinum,Employees,PayPal,Referred,"$1,243.87",,,
9/3/2020,2020,September,153005,Male,30,(25-39),Single,Arkansas,Silver,Unemployment,PayPal,Referred,"$1,426.62",,,
9/3/2020,2020,September,153006,Female,77,(55+),Married,Nebraska,Basic,Employees,PayPal,No Referral,"$2,455.70",,,
9/3/2020,2020,September,153007,Male,35,(25-39),Married,Wyoming,Basic,Workers,Card,No Referral,$984.70,,,
9/4/2020,2020,September,153008,Male,52,(40-54),Single,Alaska,Silver,Employees,PayPal,Referred,$91.32,,,
9/4/2020,2020,September,153009,Female,65,(55+),Single,Connecticut,Gold,Employees,Card,Referred,"$2,747.01",,,
9/4/2020,2020,September,153010,Female,56,(55+),Married,Alaska,Silver,Workers,PayPal,No Referral,$462.96,,,
9/4/2020,2020,September,153011,Male,22,(15-24),Married,Alabama,Missing,Employees,PayPal,No Referral,$350.72,,,
9/4/2020,2020,September,153013,Female,60,(55+),Married,Maine,Missing,Workers,Card,No Referral,"$2,615.63",,,
9/5/2020,2020,September,153014,Female,59,(55+),Single,Colorado,Silver,Self-employed,Other,No Referral,"$2,482.68",,,
9/5/2020,2020,September,153015,Female,16,(15-24),Married,Vermont,Basic,Workers,Other,No Referral,"$2,582.06",,,
9/6/2020,2020,September,153017,Male,53,(40-54),Single,Arkansas,Basic,Employees,PayPal,Referred,$756.77,,,
9/6/2020,2020,September,153018,Male,24,(15-24),Married,Oklahoma,Basic,Employees,Card,Referred,"$1,760.72",,,
9/6/2020,2020,September,153019,Male,76,(55+),Married,Montana,Basic,Employees,Other,Referred,"$1,079.16",,,
9/6/2020,2020,September,153020,Female,77,(55+),Married,Maryland,Platinum,Workers,PayPal,Referred,"$2,924.20",,,
9/6/2020,2020,September,153022,Female,21,(15-24),Married,Alabama,Silver,Unemployment,Card,Referred,"$2,749.37",,,
9/6/2020,2020,September,153023,Female,52,(40-54),Married,South Dakota,Basic,Workers,Card,Referred,"$1,186.99",,,
9/7/2020,2020,September,153024,Male,29,(25-39),Single,New Jersey,Basic,Workers,PayPal,No Referral,"$2,483.15",,,
9/8/2020,2020,September,153026,Female,36,(25-39),Married,Minnesota,Platinum,Unemployment,Other,Referred,"$1,956.08",,,
9/9/2020,2020,September,153027,Female,35,(25-39),Single,Nevada,Basic,Self-employed,PayPal,Referred,"$2,819.10",,,
9/9/2020,2020,September,153028,Female,63,(55+),Married,Arizona,Platinum,Employees,Other,Referred,$104.94,,,
9/9/2020,2020,September,153029,Female,34,(25-39),Married,Kentucky,Basic,Workers,PayPal,Referred,$520.58,,,
9/9/2020,2020,September,153030,Male,68,(55+),Married,Indiana,Basic,Workers,Card,Referred,"$1,836.90",,,
9/9/2020,2020,September,153031,Female,73,(55+),Single,Idaho,Basic,Self-employed,Card,Referred,"$2,816.59",,,
9/9/2020,2020,September,153032,Female,24,(15-24),Married,Wyoming,Basic,Unemployment,PayPal,Referred,$16.27,,,
9/10/2020,2020,September,153033,Female,77,(55+),Married,Arizona,Basic,Employees,Other,Referred,"$1,036.59",,,
9/12/2020,2020,September,153034,Female,57,(55+),Married,New York,Basic,Workers,Card,No Referral,"$1,890.94",,,
9/12/2020,2020,September,153035,Female,58,(55+),Married,West Virginia,Missing,Self-employed,Other,No Referral,"$1,874.12",,,
9/12/2020,2020,September,153037,Female,73,(55+),Married,Mississippi,Basic,Employees,Card,No Referral,$431.20,,,
9/13/2020,2020,September,153038,Female,75,(55+),Married,Nevada,Platinum,Employees,Card,Referred,"$1,644.28",,,
9/14/2020,2020,September,153039,Female,44,(40-54),Single,Washington,Gold,Workers,PayPal,Referred,$242.71,,,
9/15/2020,2020,September,153040,Male,38,(25-39),Married,Delaware,Platinum,Workers,PayPal,Referred,$352.53,,,
9/15/2020,2020,September,153042,Male,31,(25-39),Married,New Jersey,Platinum,Employees,Other,Referred,"$1,902.13",,,
9/15/2020,2020,September,153043,Female,54,(40-54),Single,Ohio,Gold,Employees,Card,No Referral,$869.32,,,
9/15/2020,2020,September,153045,Female,24,(15-24),Married,Wyoming,Silver,Employees,Card,No Referral,$385.60,,,
9/16/2020,2020,September,153046,Male,66,(55+),Married,Washington,Missing,Employees,PayPal,Referred,$352.63,,,
9/16/2020,2020,September,153047,Female,77,(55+),Single,Connecticut,Platinum,Employees,PayPal,No Referral,$137.36,,,
9/16/2020,2020,September,153048,Female,69,(55+),Married,Washington,Platinum,Employees,Card,No Referral,$825.15,,,
9/17/2020,2020,September,153049,Female,42,(40-54),Single,New Jersey,Basic,Workers,Card,Referred,$760.47,,,
9/17/2020,2020,September,153050,Male,20,(15-24),Married,Kentucky,Platinum,Unemployment,PayPal,Referred,$832.07,,,
9/18/2020,2020,September,153051,Female,75,(55+),Single,Hawaii,Basic,Employees,Card,No Referral,"$1,267.48",,,
9/18/2020,2020,September,153052,Male,20,(15-24),Single,Hawaii,Basic,Self-employed,PayPal,Referred,"$1,119.94",,,
9/18/2020,2020,September,153053,Female,36,(25-39),Single,Tennessee,Platinum,Self-employed,Other,Referred,"$2,677.95",,,
9/18/2020,2020,September,153055,Male,24,(15-24),Married,West Virginia,Basic,Unemployment,Other,Referred,"$1,857.82",,,
9/19/2020,2020,September,153056,Female,18,(15-24),Married,Vermont,Basic,Unemployment,PayPal,Referred,$534.11,,,
9/19/2020,2020,September,153057,Female,63,(55+),Single,Illinois,Silver,Workers,PayPal,Referred,"$2,447.83",,,
9/21/2020,2020,September,153061,Male,32,(25-39),Single,Vermont,Basic,Employees,Card,Referred,$34.45,,,
9/21/2020,2020,September,153062,Male,47,(40-54),Married,New Jersey,Platinum,Employees,PayPal,No Referral,"$2,036.57",,,
9/21/2020,2020,September,153063,Male,34,(25-39),Married,Indiana,Missing,Self-employed,PayPal,Referred,"$2,669.55",,,
9/21/2020,2020,September,153064,Female,26,(25-39),Married,Alabama,Silver,Workers,Card,No Referral,"$2,520.87",,,
9/22/2020,2020,September,153065,Male,43,(40-54),Single,Idaho,Silver,Workers,Card,Referred,$388.15,,,
9/23/2020,2020,September,153067,Male,17,(15-24),Single,Hawaii,Missing,Employees,Card,No Referral,$172.40,,,
9/23/2020,2020,September,153068,Female,30,(25-39),Married,Oklahoma,Gold,Employees,Other,Referred,$807.71,,,
9/23/2020,2020,September,153070,Male,38,(25-39),Single,Minnesota,Basic,Unemployment,PayPal,No Referral,"$1,450.28",,,
9/23/2020,2020,September,153072,Male,31,(25-39),Married,Ohio,Platinum,Employees,PayPal,Referred,"$2,870.05",,,
9/24/2020,2020,September,153073,Male,35,(25-39),Single,Pennsylvania,Silver,Employees,PayPal,No Referral,"$1,645.67",,,
9/24/2020,2020,September,153074,Female,71,(55+),Married,Arkansas,Basic,Workers,PayPal,Referred,$88.80,,,
9/24/2020,2020,September,153075,Male,61,(55+),Single,Vermont,Basic,Workers,Other,Referred,"$1,840.99",,,
9/25/2020,2020,September,153077,Male,16,(15-24),Married,Kansas,Missing,Self-employed,Card,Referred,"$1,974.17",,,
9/25/2020,2020,September,153078,Male,20,(15-24),Married,Nevada,Platinum,Self-employed,Other,No Referral,"$2,509.53",,,
9/26/2020,2020,September,153079,Male,48,(40-54),Married,Rhode Island,Basic,Unemployment,PayPal,No Referral,$164.35,,,
9/27/2020,2020,September,153080,Female,27,(25-39),Single,Minnesota,Platinum,Employees,Card,No Referral,"$1,344.98",,,
9/27/2020,2020,September,153082,Male,40,(40-54),Married,Rhode Island,Missing,Unemployment,PayPal,Referred,"$1,753.77",,,
9/27/2020,2020,September,153083,Female,62,(55+),Single,Missouri,Basic,Workers,Card,Referred,$267.21,,,
9/27/2020,2020,September,153084,Male,16,(15-24),Single,Iowa,Silver,Workers,PayPal,Referred,"$1,048.26",,,
9/28/2020,2020,September,153085,Male,49,(40-54),Married,New Jersey,Basic,Workers,Card,Referred,"$1,778.27",,,
9/28/2020,2020,September,153086,Male,40,(40-54),Married,Kentucky,Basic,Workers,Card,No Referral,"$1,093.36",,,
9/28/2020,2020,September,153088,Female,51,(40-54),Single,Massachusetts,Basic,Workers,Card,Referred,"$2,724.02",,,
9/29/2020,2020,September,153089,Female,44,(40-54),Single,Maine,Missing,Unemployment,Card,Referred,"$1,619.53",,,
9/29/2020,2020,September,153091,Male,16,(15-24),Married,Mississippi,Gold,Employees,Card,Referred,"$1,342.60",,,
9/29/2020,2020,September,153092,Male,54,(40-54),Married,Alaska,Basic,Workers,Other,Referred,"$2,977.82",,,
9/29/2020,2020,September,153093,Female,78,(55+),Single,Delaware,Silver,Employees,Other,No Referral,"$1,986.97",,,
9/29/2020,2020,September,153094,Female,48,(40-54),Married,Connecticut,Gold,Workers,Card,Referred,"$2,559.26",,,
10/1/2020,2020,October,153096,Male,30,(25-39),Single,Minnesota,Basic,Workers,PayPal,No Referral,"$1,578.74",,,
10/1/2020,2020,October,153097,Female,66,(55+),Single,Utah,Missing,Workers,Card,Referred,$726.00,,,
10/2/2020,2020,October,153099,Male,32,(25-39),Single,Pennsylvania,Basic,Employees,PayPal,Referred,"$2,403.94",,,
10/2/2020,2020,October,153100,Female,30,(25-39),Married,New Mexico,Silver,Self-employed,Card,Referred,"$2,709.67",,,
10/3/2020,2020,October,153102,Female,47,(40-54),Married,Alaska,Basic,Workers,Other,Referred,"$2,970.00",,,
10/4/2020,2020,October,153103,Female,35,(25-39),Single,Georgia,Platinum,Workers,Card,No Referral,$423.77,,,
10/4/2020,2020,October,153104,Male,37,(25-39),Single,Rhode Island,Platinum,Employees,PayPal,Referred,"$1,044.41",,,
10/5/2020,2020,October,153105,Male,27,(25-39),Single,Connecticut,Silver,Workers,PayPal,Referred,$985.30,,,
10/5/2020,2020,October,153106,Female,30,(25-39),Married,Virginia,Missing,Workers,Card,Referred,"$1,345.41",,,
10/5/2020,2020,October,153108,Female,75,(55+),Single,Tennessee,Platinum,Employees,Card,No Referral,"$2,870.69",,,
10/5/2020,2020,October,153109,Female,27,(25-39),Married,Minnesota,Basic,Employees,Card,Referred,"$2,538.15",,,
10/6/2020,2020,October,153110,Female,76,(55+),Single,Delaware,Basic,Workers,Card,No Referral,$703.30,,,
10/6/2020,2020,October,153111,Female,68,(55+),Married,Utah,Basic,Employees,PayPal,Referred,$208.26,,,
10/6/2020,2020,October,153113,Male,68,(55+),Single,Tennessee,Basic,Employees,Other,Referred,"$1,095.55",,,
10/7/2020,2020,October,153114,Male,72,(55+),Single,Nevada,Platinum,Workers,Other,Referred,"$2,563.19",,,
10/7/2020,2020,October,153115,Male,74,(55+),Married,Alabama,Basic,Employees,Card,No Referral,$731.47,,,
10/7/2020,2020,October,153116,Male,66,(55+),Married,Georgia,Silver,Employees,PayPal,No Referral,$208.14,,,
10/7/2020,2020,October,153117,Male,52,(40-54),Married,New York,Basic,Self-employed,Card,Referred,"$1,060.51",,,
10/7/2020,2020,October,153118,Male,16,(15-24),Married,New Hampshire,Platinum,Unemployment,Card,No Referral,"$1,938.48",,,
10/8/2020,2020,October,153119,Male,26,(25-39),Single,North Carolina,Basic,Workers,PayPal,No Referral,"$1,955.97",,,
10/8/2020,2020,October,153120,Male,65,(55+),Married,Missouri,Silver,Employees,Other,No Referral,"$1,296.92",,,
10/9/2020,2020,October,153121,Male,32,(25-39),Single,Missouri,Missing,Workers,PayPal,Referred,$599.19,,,
10/9/2020,2020,October,153122,Male,39,(25-39),Single,Indiana,Basic,Employees,PayPal,No Referral,$150.19,,,
10/9/2020,2020,October,153123,Male,33,(25-39),Married,Arkansas,Platinum,Self-employed,PayPal,Referred,$84.21,,,
10/10/2020,2020,October,153125,Female,63,(55+),Married,Delaware,Basic,Self-employed,PayPal,Referred,"$1,083.72",,,
