"","Transaction_date","Transaction_ID","Gender","Age","Marital_status","State_names","Segment","Employees_status","Payment_method","Referal","Amount_spent"
"1314",2020-07-04,152819,"Female",55,"Single","Virginia","Basic","Employees","Card","Reffered",1709.49
"1315",2020-07-05,152820,"Female",19,"Married","Utah","Silver","Employees","PayPal","Reffered",1470.07
"1316",2020-07-05,152822,"Female",78,"Single","Tennessee","Basic","workers","PayPal","Reffered",86.13
"1317",2020-07-05,152823,"Male",26,"Married","Montana","Basic","workers","Other","Reffered",1938.9
"1318",2020-07-05,152824,"Female",40,"Married","Arkansas","Basic","Employees","Card","Reffered",956.22
"1319",2020-07-06,152825,"Male",34,"Single","New Mexico","Gold","workers","PayPal","Not Referred",2943.23
"1320",2020-07-06,152827,"Female",28,"Single","Alabama","Gold","Employees","PayPal","Not Referred",1706.13
"1321",2020-07-06,152828,"Female",49,"Married","Kentucky","Silver","Employees","Card","Not Referred",1244.44
"1322",2020-07-07,152829,"Male",75,"Married","New Hampshire","Silver","Employees","PayPal","Reffered",879.69
"1323",2020-07-08,152830,"Male",38,"Single","Florida","Silver","Unemployment","Card","Reffered",592.18
"1324",2020-07-08,152832,"Male",31,"Single","Oklahoma","Platinum","workers","Card","Reffered",2453.53
"1325",2020-07-09,152835,"Male",76,"Single","Wyoming","Platinum","Employees","PayPal","Reffered",1734.75
"1326",2020-07-09,152837,"Male",62,"Single","Massachusetts","Basic","Unemployment","PayPal","Reffered",909.53
"1327",2020-07-09,152838,"Male",57,"Married","Montana","Platinum","Employees","Card","Not Referred",1359.64
"1328",2020-07-10,152839,"Female",69,"Single","Georgia","Missing","Employees","PayPal","Reffered",610.43
"1329",2020-07-11,152840,"Female",39,"Single","Illinois","Missing","workers","Card","Not Referred",1007.89
"1330",2020-07-12,152841,"Male",58,"Married","Connecticut","Basic","Unemployment","Other","Reffered",2455.55
"1331",2020-07-13,152845,"Male",51,"Single","Massachusetts","Basic","Employees","PayPal","Reffered",1515.2
"1332",2020-07-13,152846,"Female",50,"Single","Vermont","Basic","workers","Other","Reffered",927.66
"1333",2020-07-13,152847,"Female",47,"Married","Illinois","Basic","self-employed","Card","Not Referred",831.81
"1334",2020-07-14,152849,"Male",56,"Single","Idaho","Silver","self-employed","PayPal","Reffered",142.06
"1335",2020-07-14,152850,"Male",76,"Married","Arkansas","Platinum","Unemployment","PayPal","Not Referred",775.85
"1336",2020-07-14,152853,"Female",18,"Married","Missouri","Silver","Employees","PayPal","Reffered",1746.45
"1337",2020-07-14,152854,"Female",68,"Single","Arkansas","Basic","Employees","Other","Reffered",569.55
"1338",2020-07-15,152855,"Male",72,"Single","Rhode Island","Basic","workers","Card","Reffered",2727.77
"1339",2020-07-15,152857,"Female",72,"Single","Mississippi","Basic","Employees","Card","Not Referred",2859.19
"1340",2020-07-16,152858,"Male",78,"Single","Virginia","Basic","self-employed","Other","Not Referred",575.15
"1341",2020-07-17,152859,"Male",42,"Single","West Virginia","Gold","Employees","Other","Reffered",532.06
"1342",2020-07-18,152860,"Male",22,"Single","Oregon","Basic","Employees","PayPal","Not Referred",432.25
"1343",2020-07-19,152862,"Female",70,"Married","Iowa","Basic","workers","PayPal","Reffered",1763.31
"1344",2020-07-20,152863,"Female",54,"Married","Georgia","Platinum","workers","PayPal","Reffered",1285.09
"1345",2020-07-20,152864,"Male",42,"Married","Arizona","Platinum","self-employed","Card","Reffered",932.8
"1346",2020-07-22,152866,"Female",48,"Married","Alaska","Basic","Employees","PayPal","Not Referred",830.35
"1347",2020-07-23,152867,"Female",31,"Married","South Carolina","Basic","self-employed","Other","Reffered",2778.69
"1348",2020-07-24,152868,"Female",20,"Single","North Carolina","Silver","workers","PayPal","Reffered",2463.71
"1349",2020-07-24,152869,"Male",63,"Single","Michigan","Basic","self-employed","PayPal","Reffered",2777.64
"1350",2020-07-24,152870,"Male",24,"Married","Missouri","Gold","Employees","Other","Reffered",2977.78
"1351",2020-07-24,152871,"Female",36,"Married","New Jersey","Basic","self-employed","PayPal","Not Referred",1713.06
"1352",2020-07-25,152872,"Female",73,"Single","New Hampshire","Platinum","workers","Card","Not Referred",1480.73
"1353",2020-07-25,152873,"Female",44,"Married","Rhode Island","Silver","self-employed","Card","Not Referred",81.6
"1354",2020-07-25,152874,"Female",48,"Single","New Jersey","Missing","Unemployment","PayPal","Not Referred",1076.42
"1355",2020-07-26,152876,"Female",64,"Married","New Jersey","Basic","workers","Card","Not Referred",1809.51
"1356",2020-07-26,152877,"Female",26,"Married","Nevada","Gold","Employees","PayPal","Not Referred",1594.05
"1357",2020-07-27,152878,"Female",24,"Married","Hawaii","Missing","Employees","Card","Reffered",1399.66
"1358",2020-07-27,152879,"Female",47,"Single","Delaware","Silver","Employees","PayPal","Not Referred",2712.34
"1359",2020-07-27,152880,"Male",41,"Single","South Dakota","Gold","workers","Card","Reffered",193.47
"1360",2020-07-27,152881,"Male",35,"Single","Montana","Silver","self-employed","Card","Reffered",1912.21
"1361",2020-07-27,152882,"Male",75,"Single","South Carolina","Silver","Employees","PayPal","Reffered",1813.83
"1362",2020-07-27,152883,"Female",58,"Married","South Dakota","Basic","Employees","Other","Not Referred",1257.05
"1363",2020-07-27,152884,"Female",27,"Single","Utah","Basic","Employees","Card","Not Referred",477.56
"1364",2020-07-28,152885,"Female",30,"Single","Vermont","Silver","workers","Card","Reffered",684.07
"1365",2020-07-28,152886,"Female",53,"Single","Illinois","Silver","workers","PayPal","Reffered",2498.29
"1366",2020-07-29,152888,"Female",53,"Single","Maine","Silver","Employees","PayPal","Reffered",2807.19
"1367",2020-07-29,152889,"Male",29,"Single","Iowa","Silver","workers","PayPal","Reffered",1399.61
"1368",2020-07-30,152891,"Male",15,"Married","Maryland","Basic","workers","Card","Reffered",1622.68
"1369",2020-07-31,152892,"Male",44,"Married","Kentucky","Missing","Employees","PayPal","Not Referred",2620.07
"1370",2020-07-31,152893,"Female",53,"Married","Delaware","Silver","Employees","Card","Reffered",1083.79
"1371",2020-08-02,152894,"Male",46,"Single","South Carolina","Platinum","Employees","PayPal","Reffered",2047.83
"1372",2020-08-03,152895,"Female",76,"Married","Arizona","Basic","self-employed","PayPal","Reffered",1858.94
"1373",2020-08-03,152896,"Female",70,"Married","New Hampshire","Missing","self-employed","Other","Reffered",1194.36
"1374",2020-08-03,152897,"Female",37,"Married","Delaware","Platinum","self-employed","PayPal","Not Referred",924.05
"1375",2020-08-04,152898,"Male",27,"Married","Illinois","Missing","self-employed","PayPal","Not Referred",1020.51
"1376",2020-08-05,152900,"Female",65,"Married","Delaware","Basic","self-employed","Other","Not Referred",1923.68
"1377",2020-08-06,152901,"Female",39,"Married","Florida","Platinum","Unemployment","PayPal","Reffered",515.31
"1378",2020-08-07,152903,"Male",42,"Single","Kansas","Basic","Unemployment","PayPal","Reffered",611.85
"1379",2020-08-07,152905,"Male",41,"Married","North Dakota","Platinum","self-employed","PayPal","Reffered",1258.21
"1380",2020-08-07,152906,"Female",57,"Married","Delaware","Basic","Employees","Other","Reffered",1613.7
"1381",2020-08-07,152907,"Female",22,"Single","Washington","Basic","Employees","Other","Reffered",1025.38
"1382",2020-08-07,152908,"Male",40,"Single","Vermont","Basic","Employees","PayPal","Reffered",2447.15
"1383",2020-08-08,152909,"Female",49,"Married","Delaware","Platinum","Employees","Other","Reffered",757.25
"1384",2020-08-08,152912,"Female",51,"Married","Wisconsin","Basic","Employees","Card","Reffered",691.88
"1385",2020-08-08,152913,"Male",34,"Single","Delaware","Basic","Employees","Other","Not Referred",1086.39
"1386",2020-08-08,152914,"Male",35,"Married","Wyoming","Silver","Unemployment","Other","Reffered",1281.02
"1387",2020-08-09,152915,"Female",54,"Married","Maryland","Basic","Unemployment","PayPal","Not Referred",2837.11
"1388",2020-08-09,152916,"Male",20,"Married","Alaska","Basic","Employees","Other","Reffered",956.47
"1389",2020-08-09,152917,"Male",28,"Married","North Dakota","Gold","workers","PayPal","Reffered",1169.07
"1390",2020-08-09,152918,"Female",57,"Married","California","Silver","Employees","Other","Reffered",909.76
"1391",2020-08-10,152919,"Male",47,"Married","North Dakota","Missing","workers","PayPal","Reffered",2488.07
"1392",2020-08-10,152920,"Male",35,"Married","New Jersey","Missing","Employees","Card","Reffered",2502.4
"1393",2020-08-11,152921,"Male",24,"Married","South Dakota","Silver","self-employed","PayPal","Not Referred",2450.77
"1394",2020-08-12,152923,"Female",21,"Married","Pennsylvania","Platinum","self-employed","PayPal","Reffered",1738.33
"1395",2020-08-12,152924,"Female",49,"Single","South Dakota","Basic","self-employed","Card","Not Referred",2716.49
"1396",2020-08-12,152925,"Male",61,"Married","Connecticut","Platinum","workers","Card","Not Referred",1399.42
"1397",2020-08-12,152926,"Male",46,"Married","Maine","Basic","workers","PayPal","Not Referred",865.54
"1398",2020-08-13,152928,"Female",28,"Married","Louisiana","Platinum","workers","PayPal","Reffered",2045.09
"1399",2020-08-13,152929,"Male",49,"Married","West Virginia","Gold","self-employed","Card","Reffered",1220.29
"1400",2020-08-14,152932,"Female",15,"Married","Connecticut","Basic","self-employed","PayPal","Reffered",297.52
"1401",2020-08-14,152933,"Male",71,"Married","Iowa","Basic","workers","Other","Not Referred",1909.8
"1402",2020-08-15,152934,"Female",22,"Married","Massachusetts","Basic","workers","Other","Reffered",2037.06
"1403",2020-08-15,152935,"Female",26,"Married","New Hampshire","Silver","self-employed","Other","Not Referred",1131.36
"1404",2020-08-16,152936,"Male",78,"Married","Colorado","Basic","Employees","Other","Not Referred",1018.32
"1405",2020-08-16,152937,"Female",22,"Married","Arkansas","Silver","self-employed","Other","Reffered",632.71
"1406",2020-08-16,152938,"Male",48,"Married","Connecticut","Missing","Unemployment","PayPal","Reffered",1133.85
"1407",2020-08-16,152939,"Female",37,"Single","Kentucky","Basic","workers","PayPal","Reffered",2059.67
"1408",2020-08-16,152940,"Female",40,"Married","Virginia","Platinum","workers","Card","Reffered",2060.98
"1409",2020-08-17,152942,"Female",50,"Married","Mississippi","Basic","self-employed","Other","Not Referred",2073.99
"1410",2020-08-17,152943,"Male",18,"Married","Mississippi","Platinum","self-employed","Other","Not Referred",723.41
"1411",2020-08-17,152944,"Male",16,"Single","Alaska","Basic","Employees","Other","Reffered",2450.39
"1412",2020-08-17,152945,"Female",71,"Single","Missouri","Basic","workers","PayPal","Not Referred",2471.27
"1413",2020-08-17,152946,"Male",30,"Single","South Carolina","Silver","workers","Card","Reffered",617.17
"1414",2020-08-17,152947,"Male",78,"Single","Massachusetts","Silver","Employees","Other","Reffered",938.46
"1415",2020-08-18,152948,"Male",27,"Married","Mississippi","Platinum","workers","PayPal","Reffered",1092.08
"1416",2020-08-18,152949,"Female",67,"Single","Hawaii","Basic","self-employed","PayPal","Reffered",102.33
"1417",2020-08-18,152950,"Male",45,"Married","Illinois","Gold","Employees","Other","Reffered",828.31
"1418",2020-08-18,152951,"Female",72,"Married","Montana","Gold","workers","Other","Reffered",2536.61
"1419",2020-08-18,152953,"Female",74,"Married","Alaska","Basic","Employees","Card","Reffered",141.5
"1420",2020-08-18,152954,"Male",61,"Single","New Mexico","Silver","workers","Other","Reffered",1844.52
"1421",2020-08-19,152955,"Female",35,"Married","Iowa","Gold","Employees","PayPal","Reffered",891.61
"1422",2020-08-21,152958,"Female",35,"Single","Mississippi","Silver","Employees","Card","Reffered",2514.29
"1423",2020-08-21,152959,"Female",26,"Single","Indiana","Platinum","Employees","Other","Reffered",378.51
"1424",2020-08-21,152961,"Female",65,"Married","Wisconsin","Silver","workers","PayPal","Reffered",218.78
"1425",2020-08-22,152962,"Male",45,"Single","Arkansas","Gold","Employees","PayPal","Reffered",1762.76
"1426",2020-08-22,152963,"Male",34,"Single","Alaska","Basic","workers","PayPal","Not Referred",867.14
"1427",2020-08-22,152965,"Male",32,"Single","New Hampshire","Basic","Employees","PayPal","Not Referred",2609.52
"1428",2020-08-23,152966,"Male",41,"Single","South Dakota","Platinum","self-employed","Card","Reffered",1892.34
"1429",2020-08-23,152967,"Male",27,"Married","North Dakota","Basic","workers","Card","Not Referred",2685.55
"1430",2020-08-23,152968,"Female",35,"Single","Minnesota","Platinum","workers","PayPal","Reffered",1212.74
"1431",2020-08-23,152969,"Male",51,"Married","South Carolina","Basic","workers","Card","Reffered",495.37
"1432",2020-08-23,152970,"Female",34,"Single","Massachusetts","Basic","workers","Card","Not Referred",417.77
"1433",2020-08-24,152971,"Male",30,"Single","Colorado","Basic","self-employed","PayPal","Not Referred",772.82
"1434",2020-08-24,152972,"Male",21,"Single","Rhode Island","Silver","self-employed","Card","Reffered",277.8
"1435",2020-08-25,152973,"Male",77,"Married","Oregon","Missing","workers","Card","Not Referred",1449.98
"1436",2020-08-25,152974,"Male",31,"Married","California","Silver","Employees","Other","Reffered",550.23
"1437",2020-08-26,152975,"Female",18,"Single","Kansas","Silver","Employees","PayPal","Not Referred",2540.03
"1438",2020-08-26,152976,"Male",30,"Married","Idaho","Silver","self-employed","PayPal","Reffered",1116.37
"1439",2020-08-26,152977,"Female",36,"Married","Wyoming","Silver","Employees","PayPal","Reffered",698.92
"1440",2020-08-27,152978,"Male",54,"Married","Montana","Silver","workers","Card","Reffered",1556.63
"1441",2020-08-27,152979,"Female",38,"Married","New Mexico","Silver","self-employed","PayPal","Not Referred",1119.32
"1442",2020-08-27,152980,"Female",67,"Married","Texas","Basic","workers","PayPal","Reffered",1511.17
"1443",2020-08-28,152982,"Female",52,"Married","Washington","Silver","Employees","PayPal","Reffered",2066.55
"1444",2020-08-28,152983,"Male",55,"Married","Colorado","Platinum","workers","PayPal","Reffered",800.72
"1445",2020-08-28,152985,"Male",37,"Single","West Virginia","Missing","workers","Card","Not Referred",488.18
"1446",2020-08-29,152986,"Male",75,"Single","Alaska","Basic","workers","Card","Reffered",2497.31
"1447",2020-08-29,152990,"Male",56,"Married","South Carolina","Platinum","Employees","PayPal","Reffered",809.8
"1448",2020-08-29,152991,"Male",18,"Married","Florida","Platinum","Unemployment","Other","Reffered",1692.57
"1449",2020-08-29,152992,"Male",55,"Single","Oregon","Platinum","Employees","PayPal","Reffered",1930.6
"1450",2020-08-29,152993,"Female",29,"Single","California","Silver","workers","PayPal","Reffered",1518.21
"1451",2020-08-29,152994,"Male",66,"Single","Florida","Basic","Employees","Card","Not Referred",355.09
"1452",2020-08-29,152995,"Female",31,"Single","Oregon","Basic","Employees","PayPal","Reffered",578.93
"1453",2020-08-29,152996,"Male",17,"Single","Alaska","Silver","Employees","Other","Reffered",2764.48
"1454",2020-08-29,152997,"Female",68,"Married","Iowa","Platinum","workers","PayPal","Not Referred",372.21
"1455",2020-08-30,152998,"Male",75,"Single","North Carolina","Missing","Employees","PayPal","Not Referred",199.61
"1456",2020-08-30,152999,"Male",71,"Married","Wyoming","Basic","Unemployment","PayPal","Not Referred",1647.3
"1457",2020-08-30,153000,"Female",53,"Married","North Dakota","Basic","Employees","Card","Not Referred",1734.42
"1458",2020-08-31,153001,"Female",53,"Married","Missouri","Gold","self-employed","Other","Reffered",247.44
"1459",2020-08-31,153002,"Female",54,"Married","Ohio","Basic","Employees","PayPal","Not Referred",2539.28
"1460",2020-09-02,153003,"Female",71,"Single","Montana","Missing","Employees","Other","Reffered",2940.18
"1461",2020-09-02,153004,"Male",25,"Married","Louisiana","Platinum","Employees","PayPal","Reffered",1243.87
"1462",2020-09-03,153005,"Male",30,"Single","Arkansas","Silver","Unemployment","PayPal","Reffered",1426.62
"1463",2020-09-03,153006,"Female",77,"Married","Nebraska","Basic","Employees","PayPal","Not Referred",2455.7
"1464",2020-09-03,153007,"Male",35,"Married","Wyoming","Basic","workers","Card","Not Referred",984.7
"1465",2020-09-04,153008,"Male",52,"Single","Alaska","Silver","Employees","PayPal","Reffered",91.32
"1466",2020-09-04,153009,"Female",65,"Single","Connecticut","Gold","Employees","Card","Reffered",2747.01
"1467",2020-09-04,153010,"Female",56,"Married","Alaska","Silver","workers","PayPal","Not Referred",462.96
"1468",2020-09-04,153011,"Male",22,"Married","Alabama","Missing","Employees","PayPal","Not Referred",350.72
"1469",2020-09-04,153013,"Female",60,"Married","Maine","Missing","workers","Card","Not Referred",2615.63
"1470",2020-09-05,153014,"Female",59,"Single","Colorado","Silver","self-employed","Other","Not Referred",2482.68
"1471",2020-09-05,153015,"Female",16,"Married","Vermont","Basic","workers","Other","Not Referred",2582.06
"1472",2020-09-06,153017,"Male",53,"Single","Arkansas","Basic","Employees","PayPal","Reffered",756.77
"1473",2020-09-06,153018,"Male",24,"Married","Oklahoma","Basic","Employees","Card","Reffered",1760.72
"1474",2020-09-06,153019,"Male",76,"Married","Montana","Basic","Employees","Other","Reffered",1079.16
"1475",2020-09-06,153020,"Female",77,"Married","Maryland","Platinum","workers","PayPal","Reffered",2924.2
"1476",2020-09-06,153022,"Female",21,"Married","Alabama","Silver","Unemployment","Card","Reffered",2749.37
"1477",2020-09-06,153023,"Female",52,"Married","South Dakota","Basic","workers","Card","Reffered",1186.99
"1478",2020-09-07,153024,"Male",29,"Single","New Jersey","Basic","workers","PayPal","Not Referred",2483.15
"1479",2020-09-08,153026,"Female",36,"Married","Minnesota","Platinum","Unemployment","Other","Reffered",1956.08
"1480",2020-09-09,153027,"Female",35,"Single","Nevada","Basic","self-employed","PayPal","Reffered",2819.1
"1481",2020-09-09,153028,"Female",63,"Married","Arizona","Platinum","Employees","Other","Reffered",104.94
"1482",2020-09-09,153029,"Female",34,"Married","Kentucky","Basic","workers","PayPal","Reffered",520.58
"1483",2020-09-09,153030,"Male",68,"Married","Indiana","Basic","workers","Card","Reffered",1836.9
"1484",2020-09-09,153031,"Female",73,"Single","Idaho","Basic","self-employed","Card","Reffered",2816.59
"1485",2020-09-09,153032,"Female",24,"Married","Wyoming","Basic","Unemployment","PayPal","Reffered",16.27
"1486",2020-09-10,153033,"Female",77,"Married","Arizona","Basic","Employees","Other","Reffered",1036.59
"1487",2020-09-12,153034,"Female",57,"Married","New York","Basic","workers","Card","Not Referred",1890.94
"1488",2020-09-12,153035,"Female",58,"Married","West Virginia","Missing","self-employed","Other","Not Referred",1874.12
"1489",2020-09-12,153037,"Female",73,"Married","Mississippi","Basic","Employees","Card","Not Referred",431.2
"1490",2020-09-13,153038,"Female",75,"Married","Nevada","Platinum","Employees","Card","Reffered",1644.28
"1491",2020-09-14,153039,"Female",44,"Single","Washington","Gold","workers","PayPal","Reffered",242.71
"1492",2020-09-15,153040,"Male",38,"Married","Delaware","Platinum","workers","PayPal","Reffered",352.53
"1493",2020-09-15,153042,"Male",31,"Married","New Jersey","Platinum","Employees","Other","Reffered",1902.13
"1494",2020-09-15,153043,"Female",54,"Single","Ohio","Gold","Employees","Card","Not Referred",869.32
"1495",2020-09-15,153045,"Female",24,"Married","Wyoming","Silver","Employees","Card","Not Referred",385.6
"1496",2020-09-16,153046,"Male",66,"Married","Washington","Missing","Employees","PayPal","Reffered",352.63
"1497",2020-09-16,153047,"Female",77,"Single","Connecticut","Platinum","Employees","PayPal","Not Referred",137.36
"1498",2020-09-16,153048,"Female",69,"Married","Washington","Platinum","Employees","Card","Not Referred",825.15
"1499",2020-09-17,153049,"Female",42,"Single","New Jersey","Basic","workers","Card","Reffered",760.47
"1500",2020-09-17,153050,"Male",20,"Married","Kentucky","Platinum","Unemployment","PayPal","Reffered",832.07
"1501",2020-09-18,153051,"Female",75,"Single","Hawaii","Basic","Employees","Card","Not Referred",1267.48
"1502",2020-09-18,153052,"Male",20,"Single","Hawaii","Basic","self-employed","PayPal","Reffered",1119.94
"1503",2020-09-18,153053,"Female",36,"Single","Tennessee","Platinum","self-employed","Other","Reffered",2677.95
"1504",2020-09-18,153055,"Male",24,"Married","West Virginia","Basic","Unemployment","Other","Reffered",1857.82
"1505",2020-09-19,153056,"Female",18,"Married","Vermont","Basic","Unemployment","PayPal","Reffered",534.11
"1506",2020-09-19,153057,"Female",63,"Single","Illinois","Silver","workers","PayPal","Reffered",2447.83
"1507",2020-09-21,153061,"Male",32,"Single","Vermont","Basic","Employees","Card","Reffered",34.45
"1508",2020-09-21,153062,"Male",47,"Married","New Jersey","Platinum","Employees","PayPal","Not Referred",2036.57
"1509",2020-09-21,153063,"Male",34,"Married","Indiana","Missing","self-employed","PayPal","Reffered",2669.55
"1510",2020-09-21,153064,"Female",26,"Married","Alabama","Silver","workers","Card","Not Referred",2520.87
"1511",2020-09-22,153065,"Male",43,"Single","Idaho","Silver","workers","Card","Reffered",388.15
"1512",2020-09-23,153067,"Male",17,"Single","Hawaii","Missing","Employees","Card","Not Referred",172.4
"1513",2020-09-23,153068,"Female",30,"Married","Oklahoma","Gold","Employees","Other","Reffered",807.71
"1514",2020-09-23,153070,"Male",38,"Single","Minnesota","Basic","Unemployment","PayPal","Not Referred",1450.28
"1515",2020-09-23,153072,"Male",31,"Married","Ohio","Platinum","Employees","PayPal","Reffered",2870.05
"1516",2020-09-24,153073,"Male",35,"Single","Pennsylvania","Silver","Employees","PayPal","Not Referred",1645.67
"1517",2020-09-24,153074,"Female",71,"Married","Arkansas","Basic","workers","PayPal","Reffered",88.8
"1518",2020-09-24,153075,"Male",61,"Single","Vermont","Basic","workers","Other","Reffered",1840.99
"1519",2020-09-25,153077,"Male",16,"Married","Kansas","Missing","self-employed","Card","Reffered",1974.17
"1520",2020-09-25,153078,"Male",20,"Married","Nevada","Platinum","self-employed","Other","Not Referred",2509.53
"1521",2020-09-26,153079,"Male",48,"Married","Rhode Island","Basic","Unemployment","PayPal","Not Referred",164.35
"1522",2020-09-27,153080,"Female",27,"Single","Minnesota","Platinum","Employees","Card","Not Referred",1344.98
"1523",2020-09-27,153082,"Male",40,"Married","Rhode Island","Missing","Unemployment","PayPal","Reffered",1753.77
"1524",2020-09-27,153083,"Female",62,"Single","Missouri","Basic","workers","Card","Reffered",267.21
"1525",2020-09-27,153084,"Male",16,"Single","Iowa","Silver","workers","PayPal","Reffered",1048.26
"1526",2020-09-28,153085,"Male",49,"Married","New Jersey","Basic","workers","Card","Reffered",1778.27
"1527",2020-09-28,153086,"Male",40,"Married","Kentucky","Basic","workers","Card","Not Referred",1093.36
"1528",2020-09-28,153088,"Female",51,"Single","Massachusetts","Basic","workers","Card","Reffered",2724.02
"1529",2020-09-29,153089,"Female",44,"Single","Maine","Missing","Unemployment","Card","Reffered",1619.53
"1530",2020-09-29,153091,"Male",16,"Married","Mississippi","Gold","Employees","Card","Reffered",1342.6
"1531",2020-09-29,153092,"Male",54,"Married","Alaska","Basic","workers","Other","Reffered",2977.82
"1532",2020-09-29,153093,"Female",78,"Single","Delaware","Silver","Employees","Other","Not Referred",1986.97
"1533",2020-09-29,153094,"Female",48,"Married","Connecticut","Gold","workers","Card","Reffered",2559.26
"1534",2020-10-01,153096,"Male",30,"Single","Minnesota","Basic","workers","PayPal","Not Referred",1578.74
"1535",2020-10-01,153097,"Female",66,"Single","Utah","Missing","workers","Card","Reffered",726
"1536",2020-10-02,153099,"Male",32,"Single","Pennsylvania","Basic","Employees","PayPal","Reffered",2403.94
"1537",2020-10-02,153100,"Female",30,"Married","New Mexico","Silver","self-employed","Card","Reffered",2709.67
"1538",2020-10-03,153102,"Female",47,"Married","Alaska","Basic","workers","Other","Reffered",2970
"1539",2020-10-04,153103,"Female",35,"Single","Georgia","Platinum","workers","Card","Not Referred",423.77
"1540",2020-10-04,153104,"Male",37,"Single","Rhode Island","Platinum","Employees","PayPal","Reffered",1044.41
"1541",2020-10-05,153105,"Male",27,"Single","Connecticut","Silver","workers","PayPal","Reffered",985.3
"1542",2020-10-05,153106,"Female",30,"Married","Virginia","Missing","workers","Card","Reffered",1345.41
"1543",2020-10-05,153108,"Female",75,"Single","Tennessee","Platinum","Employees","Card","Not Referred",2870.69
"1544",2020-10-05,153109,"Female",27,"Married","Minnesota","Basic","Employees","Card","Reffered",2538.15
"1545",2020-10-06,153110,"Female",76,"Single","Delaware","Basic","workers","Card","Not Referred",703.3
"1546",2020-10-06,153111,"Female",68,"Married","Utah","Basic","Employees","PayPal","Reffered",208.26
"1547",2020-10-06,153113,"Male",68,"Single","Tennessee","Basic","Employees","Other","Reffered",1095.55
"1548",2020-10-07,153114,"Male",72,"Single","Nevada","Platinum","workers","Other","Reffered",2563.19
"1549",2020-10-07,153115,"Male",74,"Married","Alabama","Basic","Employees","Card","Not Referred",731.47
"1550",2020-10-07,153116,"Male",66,"Married","Georgia","Silver","Employees","PayPal","Not Referred",208.14
"1551",2020-10-07,153117,"Male",52,"Married","New York","Basic","self-employed","Card","Reffered",1060.51
"1552",2020-10-07,153118,"Male",16,"Married","New Hampshire","Platinum","Unemployment","Card","Not Referred",1938.48
"1553",2020-10-08,153119,"Male",26,"Single","North Carolina","Basic","workers","PayPal","Not Referred",1955.97
"1554",2020-10-08,153120,"Male",65,"Married","Missouri","Silver","Employees","Other","Not Referred",1296.92
"1555",2020-10-09,153121,"Male",32,"Single","Missouri","Missing","workers","PayPal","Reffered",599.19
"1556",2020-10-09,153122,"Male",39,"Single","Indiana","Basic","Employees","PayPal","Not Referred",150.19
"1557",2020-10-09,153123,"Male",33,"Married","Arkansas","Platinum","self-employed","PayPal","Reffered",84.21
"1558",2020-10-10,153125,"Female",63,"Married","Delaware","Basic","self-employed","PayPal","Reffered",1083.72
"1559",2020-10-11,153126,"Male",70,"Married","Idaho","Gold","workers","Card","Reffered",1224.93
"1560",2020-10-11,153127,"Male",25,"Single","Wyoming","Basic","Employees","Other","Reffered",2051.04
"1561",2020-10-11,153128,"Male",47,"Married","West Virginia","Silver","workers","Card","Reffered",196.97
"1562",2020-10-12,153129,"Male",43,"Single","Pennsylvania","Basic","workers","Card","Reffered",870.88
"1563",2020-10-12,153130,"Female",59,"Married","Iowa","Silver","Employees","PayPal","Not Referred",2548.51
"1564",2020-10-12,153131,"Female",43,"Single","North Carolina","Silver","self-employed","PayPal","Not Referred",177.74
"1565",2020-10-13,153132,"Female",71,"Married","Georgia","Basic","self-employed","Card","Reffered",164.79
"1566",2020-10-14,153133,"Female",27,"Single","Florida","Platinum","Employees","Other","Reffered",451.58
"1567",2020-10-14,153134,"Female",71,"Married","Montana","Basic","Employees","Other","Reffered",729.87
"1568",2020-10-14,153135,"Male",30,"Married","South Dakota","Basic","self-employed","Other","Reffered",780.98
"1569",2020-10-15,153136,"Male",72,"Married","Rhode Island","Basic","Employees","Other","Not Referred",1208.48
"1570",2020-10-15,153137,"Male",21,"Single","Florida","Missing","self-employed","Card","Reffered",1938.48
"1571",2020-10-17,153139,"Female",47,"Married","Maine","Basic","workers","PayPal","Reffered",482.57
"1572",2020-10-17,153140,"Male",44,"Married","Wisconsin","Silver","self-employed","Other","Reffered",620.36
"1573",2020-10-17,153141,"Female",42,"Single","Washington","Platinum","self-employed","PayPal","Reffered",1281.68
"1574",2020-10-18,153143,"Male",56,"Married","Illinois","Gold","self-employed","Other","Reffered",495.88
"1575",2020-10-18,153144,"Male",72,"Single","South Dakota","Silver","Employees","Card","Reffered",2716.94
"1576",2020-10-19,153145,"Female",75,"Married","Virginia","Silver","workers","Other","Reffered",31.41
"1577",2020-10-19,153146,"Female",56,"Married","Massachusetts","Silver","self-employed","Card","Not Referred",316.1
"1578",2020-10-19,153147,"Female",16,"Single","Kansas","Basic","self-employed","Card","Not Referred",1479.99
"1579",2020-10-19,153148,"Male",34,"Married","Hawaii","Basic","workers","PayPal","Reffered",153.55
"1580",2020-10-20,153150,"Male",67,"Married","Virginia","Basic","Employees","Card","Not Referred",2038.12
"1581",2020-10-20,153152,"Male",49,"Married","Massachusetts","Basic","self-employed","Other","Not Referred",382.8
"1582",2020-10-21,153153,"Male",19,"Single","Vermont","Basic","self-employed","PayPal","Reffered",1967.6
"1583",2020-10-21,153154,"Female",26,"Married","Wisconsin","Platinum","self-employed","PayPal","Reffered",2520.52
